# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.812        6.852
       1.001        0.000        1.812        6.852
       2.003        0.000        1.812        6.852
       3.005       10.000        1.812        6.855
       4.006       22.000        1.812        6.855
       5.007       20.000        1.812        6.855
       6.008       20.000        1.812        6.855
       7.009       21.000        1.812        6.855
       8.010       36.000        1.812        6.855
       9.012       29.900        1.812        6.855
      10.013       18.000        1.812        6.855
      11.015       22.000        1.812        6.855
      12.016       22.000        1.812        6.855
