# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.003        0.000        1.758        6.852
       3.005       14.000        1.758        6.855
       4.007       36.900        1.758        6.855
       5.008       36.000        1.758        6.855
       6.009       21.000        1.758        6.855
       7.010       21.000        1.758        6.855
       8.011       31.000        1.758        6.855
       9.012       18.000        1.758        6.855
      10.013       18.000        1.758        6.855
      11.014       17.000        1.758        6.855
      12.015       18.000        1.758        6.855
