# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.883        6.852
       1.001        0.000        1.883        6.852
       2.002        0.000        1.883        6.852
       3.003       11.000        1.883        6.855
       4.004       27.000        1.883        6.855
       5.005       26.000        1.883        6.855
       6.006       29.000        1.883        6.855
       7.007       31.000        1.883        6.855
       8.009       27.000        1.883        6.855
       9.010       29.000        1.883        6.855
      10.012       28.000        1.883        6.855
      11.014       28.000        1.883        6.855
      12.015       29.000        1.883        6.855
