# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.003        0.000        1.758        6.852
       3.005        0.000        1.758        6.852
       4.007       23.000        1.758        6.855
       5.009       34.900        1.758        6.855
       6.010       36.900        1.758        6.855
       7.011       26.000        1.758        6.855
       8.013       30.000        1.758        6.855
       9.014       27.000        1.758        6.855
      10.016       18.000        1.758        6.855
      11.016       18.000        1.758        6.855
      12.017       18.000        1.758        6.855
      13.019       17.000        1.758        6.855
