# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.001        0.000        1.762        6.852
       2.003        0.000        1.762        6.852
       3.005        0.000        1.762        6.852
       4.007       16.000        1.762        6.855
       5.008       22.000        1.762        6.855
       6.009       22.000        1.762        6.855
       7.011       23.000        1.762        6.855
       8.012       21.000        1.762        6.855
       9.013       22.000        1.762        6.855
      10.015       22.000        1.762        6.855
      11.016       21.000        1.762        6.855
      12.018       21.000        1.762        6.855
      13.020       24.000        1.762        6.855
