# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.001        0.000        1.820        6.852
       2.004        0.000        1.820        6.852
       3.006        0.000        1.820        6.852
       4.007        2.000        1.820        6.855
       5.008       14.000        1.820        6.855
       6.010        8.000        1.820        6.855
       7.012        9.000        1.820        6.855
       8.013       12.000        1.820        6.855
       9.015        7.000        1.820        6.855
      10.017       13.000        1.820        6.855
      11.018       11.000        1.820        6.855
      12.020       10.000        1.820        6.855
      13.022        9.000        1.820        6.855
