# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.824        6.852
       1.001        0.000        1.824        6.852
       2.003        0.000        1.824        6.852
       3.005        0.000        1.824        6.852
       4.007        4.000        1.824        6.855
       5.009       14.000        1.824        6.855
       6.010       14.000        1.824        6.855
       7.012       13.000        1.824        6.855
       8.013       14.000        1.824        6.855
       9.015       12.000        1.824        6.855
      10.016        9.000        1.824        6.855
      11.018        8.000        1.824        6.855
      12.019       15.000        1.824        6.855
      13.020       14.000        1.824        6.855
