# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.001        0.000        1.887        6.852
       2.003        0.000        1.887        6.852
       3.005        3.000        1.887        6.855
       4.006       16.000        1.887        6.855
       5.007        9.000        1.887        6.855
       6.008        9.000        1.887        6.855
       7.009       15.000        1.887        6.855
       8.011       12.000        1.887        6.855
       9.013       14.000        1.887        6.855
      10.014       15.000        1.887        6.855
      11.016       13.000        1.887        6.855
      12.016       14.000        1.887        6.855
