# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.828        6.852
       1.001        0.000        1.828        6.852
       2.003        0.000        1.828        6.852
       3.005        0.000        1.828        6.852
       4.007       17.000        1.828        6.855
       5.008       21.000        1.828        6.855
       6.009       17.000        1.828        6.855
       7.011       24.000        1.828        6.855
       8.012       20.000        1.828        6.855
       9.013       24.000        1.828        6.855
      10.014       24.000        1.828        6.855
      11.016       23.000        1.828        6.855
      12.017       19.000        1.828        6.855
      13.019       22.000        1.828        6.855
