# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.001        0.000        1.820        6.852
       2.003        0.000        1.820        6.852
       3.005        0.000        1.820        6.852
       4.006       21.000        1.820        6.855
       5.007       22.000        1.820        6.855
       6.008       22.000        1.820        6.855
       7.009       21.000        1.820        6.855
       8.010       23.000        1.820        6.855
       9.012       22.000        1.820        6.855
      10.013       20.000        1.820        6.855
      11.015       20.000        1.820        6.855
      12.016       20.000        1.820        6.855
      13.017       19.000        1.820        6.855
