# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.001        0.000        1.820        6.852
       2.003        0.000        1.820        6.852
       3.005        0.000        1.820        6.852
       4.006       10.000        1.820        6.855
       5.008       11.000        1.820        6.855
       6.009       11.000        1.820        6.855
       7.010       10.000        1.820        6.855
       8.012        7.000        1.820        6.855
       9.013        9.000        1.820        6.855
      10.014       11.000        1.820        6.855
      11.016        9.000        1.820        6.855
      12.018       11.000        1.820        6.855
      13.019       13.000        1.820        6.855
