# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.766        6.852
       1.001        0.000        1.766        6.852
       2.003        0.000        1.766        6.852
       3.005        0.000        1.766        6.852
       4.006       12.000        1.766        6.855
       5.008       24.000        1.766        6.855
       6.009       21.000        1.766        6.855
       7.011       21.000        1.766        6.855
       8.012       19.000        1.766        6.855
       9.013       23.000        1.766        6.855
      10.014       26.000        1.766        6.855
      11.015       22.000        1.766        6.855
      12.016       20.000        1.766        6.855
      13.018       19.000        1.766        6.855
