# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.001        0.000        1.887        6.852
       2.004        0.000        1.887        6.852
       3.006        0.000        1.887        6.852
       4.007       17.000        1.887        6.855
       5.008       23.000        1.887        6.855
       6.009       25.000        1.887        6.855
       7.010       23.000        1.887        6.855
       8.011       21.000        1.887        6.855
       9.012       28.000        1.887        6.855
      10.013       20.000        1.887        6.855
      11.014       21.000        1.887        6.855
      12.015       23.000        1.887        6.855
      13.016       23.000        1.887        6.855
