# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.003        0.000        1.758        6.852
       3.005        0.000        1.758        6.852
       4.007       13.000        1.758        6.855
       5.009       25.000        1.758        6.855
       6.010       21.000        1.758        6.855
       7.011       22.000        1.758        6.855
       8.012       20.000        1.758        6.855
       9.013       23.000        1.758        6.855
      10.014       24.000        1.758        6.855
      11.015       21.000        1.758        6.855
      12.016       23.000        1.758        6.855
      13.017       20.000        1.758        6.855
