# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.001        0.000        1.762        6.852
       2.003        0.000        1.762        6.852
       3.005        9.000        1.762        6.855
       4.006       20.000        1.762        6.855
       5.007       19.000        1.762        6.855
       6.008       21.000        1.762        6.855
       7.009       23.000        1.762        6.855
       8.010       26.000        1.762        6.855
       9.011       23.000        1.762        6.855
      10.012       22.000        1.762        6.855
      11.013       23.000        1.762        6.855
      12.015       21.000        1.762        6.855
