# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.001        0.000        1.762        6.852
       2.002        0.000        1.762        6.852
       3.003        2.000        1.762        6.855
       4.004       14.000        1.762        6.855
       5.006       15.000        1.762        6.855
       6.007       17.000        1.762        6.855
       7.008       14.000        1.762        6.855
       8.009       19.000        1.762        6.855
       9.011       17.000        1.762        6.855
      10.012       13.000        1.762        6.855
      11.013       15.000        1.762        6.855
      12.014       15.000        1.762        6.855
