# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.001        0.000        1.762        6.852
       2.003        0.000        1.762        6.852
       3.005        0.000        1.762        6.852
       4.007        9.000        1.762        6.855
       5.008       11.000        1.762        6.855
       6.009       14.000        1.762        6.855
       7.011       14.000        1.762        6.855
       8.012       10.000        1.762        6.855
       9.013       14.000        1.762        6.855
      10.015       11.000        1.762        6.855
      11.016       12.000        1.762        6.855
      12.017       12.000        1.762        6.855
      13.019       11.000        1.762        6.855
