# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.002        0.000        1.887        6.852
       2.004        4.000        1.887        6.855
       3.005       12.000        1.887        6.855
       4.007       11.000        1.887        6.855
       5.008        7.000        1.887        6.855
       6.010        9.000        1.887        6.855
       7.012        9.000        1.887        6.855
       8.012       12.000        1.887        6.855
       9.014        8.000        1.887        6.855
      10.015       12.000        1.887        6.855
      11.017       11.000        1.887        6.855
