# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.812        6.852
       1.001        0.000        1.812        6.852
       2.003        0.000        1.812        6.852
       3.005        0.000        1.812        6.855
       4.006       10.000        1.812        6.855
       5.007       12.000        1.812        6.855
       6.008       12.000        1.812        6.855
       7.010       10.000        1.812        6.855
       8.011       14.000        1.812        6.855
       9.012       11.000        1.812        6.855
      10.013       11.000        1.812        6.855
      11.014       11.000        1.812        6.855
      12.015       14.000        1.812        6.855
