# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.883        6.852
       1.001        0.000        1.883        6.852
       2.003        0.000        1.883        6.852
       3.005        0.000        1.883        6.852
       4.006        7.000        1.883        6.855
       5.008       11.000        1.883        6.855
       6.009       14.000        1.883        6.855
       7.010       13.000        1.883        6.855
       8.011       12.000        1.883        6.855
       9.012       14.000        1.883        6.855
      10.013       10.000        1.883        6.855
      11.015        9.000        1.883        6.855
      12.016       10.000        1.883        6.855
      13.018       11.000        1.883        6.855
