# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.824        6.852
       1.001        0.000        1.824        6.852
       2.003        0.000        1.824        6.852
       3.005        0.000        1.824        6.852
       4.007        6.000        1.824        6.855
       5.008       10.000        1.824        6.855
       6.009        9.000        1.824        6.855
       7.011       11.000        1.824        6.855
       8.012        9.000        1.824        6.855
       9.013        9.000        1.824        6.855
      10.015        7.000        1.824        6.855
      11.016        8.000        1.824        6.855
      12.017        9.000        1.824        6.855
      13.018       12.000        1.824        6.855
