# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.001        0.000        1.762        6.852
       2.003        0.000        1.762        6.852
       3.004        2.000        1.762        6.855
       4.005       15.000        1.762        6.855
       5.006       15.000        1.762        6.855
       6.007       18.000        1.762        6.855
       7.009       16.000        1.762        6.855
       8.010       13.000        1.762        6.855
       9.011       16.000        1.762        6.855
      10.012       14.000        1.762        6.855
      11.013       17.000        1.762        6.855
      12.014       15.000        1.762        6.855
