# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.001        0.000        1.820        6.852
       2.003        0.000        1.820        6.852
       3.005        1.000        1.820        6.855
       4.007       10.000        1.820        6.855
       5.008       16.000        1.820        6.855
       6.010       16.000        1.820        6.855
       7.011       13.000        1.820        6.855
       8.012        9.000        1.820        6.855
       9.013       11.000        1.820        6.855
      10.015       14.000        1.820        6.855
      11.016       12.000        1.820        6.855
      12.017       12.000        1.820        6.855
