# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.002        0.000        1.887        6.852
       2.005        0.000        1.887        6.852
       3.008        0.000        1.887        6.852
       4.011        0.000        1.887        6.852
       5.014        3.000        1.887        6.855
       6.015       14.000        1.887        6.855
       7.017       16.000        1.887        6.855
       8.018       14.000        1.887        6.855
       9.019       15.000        1.887        6.855
      10.020       17.000        1.887        6.855
      11.021       15.000        1.887        6.855
      12.022       17.000        1.887        6.855
      13.023       16.000        1.887        6.855
      14.025       16.000        1.887        6.855
