# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.902        6.852
       1.001        0.000        1.902        6.852
       2.004        0.000        1.902        6.852
       3.007        0.000        1.902        6.852
       4.010        3.000        1.902        6.855
       5.012       13.000        1.902        6.855
       6.013       10.000        1.902        6.855
       7.014       12.000        1.902        6.855
       8.015       11.000        1.902        6.855
       9.016       13.000        1.902        6.855
      10.017       12.000        1.902        6.855
      11.018       11.000        1.902        6.855
      12.019        8.000        1.902        6.855
      13.020        8.000        1.902        6.855
