# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.883        6.852
       1.002        0.000        1.883        6.852
       2.005        0.000        1.883        6.852
       3.008        0.000        1.883        6.852
       4.011        0.000        1.883        6.852
       5.014        0.000        1.883        6.852
       6.017       10.000        1.883        6.855
       7.019       16.000        1.883        6.855
       8.021       17.000        1.883        6.855
       9.023       19.000        1.883        6.855
      10.025       17.000        1.883        6.855
      11.027       18.000        1.883        6.855
      12.029       16.000        1.883        6.855
      13.031       17.000        1.883        6.855
      14.033       17.000        1.883        6.855
      15.034       16.000        1.883        6.855
