# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.002        0.000        1.820        6.852
       2.005        0.000        1.820        6.852
       3.007       11.000        1.820        6.855
       4.010       16.000        1.820        6.855
       5.012       10.000        1.820        6.855
       6.014        9.000        1.820        6.855
       7.016       18.000        1.820        6.855
       8.018       23.900        1.820        6.855
       9.021       20.000        1.820        6.855
      10.023       19.900        1.820        6.855
      11.026       19.000        1.820        6.855
      12.027        8.000        1.820        6.855
