# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.844        6.852
       1.002        0.000        1.844        6.852
       2.004        0.000        1.844        6.852
       3.006        0.000        1.844        6.852
       4.009        0.000        1.844        6.852
       5.013        0.000        1.844        6.852
       6.014        0.000        1.844        6.852
       7.016        2.000        1.844        6.855
       8.018       16.000        1.844        6.855
       9.019       16.000        1.844        6.855
      10.022       15.000        1.844        6.855
      11.023       15.000        1.844        6.855
      12.025       15.000        1.844        6.855
      13.027       16.000        1.844        6.855
      14.028       15.000        1.844        6.855
      15.029       14.000        1.844        6.855
      16.031       13.000        1.844        6.855
