# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.002        0.000        1.887        6.852
       2.004        0.000        1.887        6.852
       3.007        0.000        1.887        6.852
       4.010        0.000        1.887        6.852
       5.012        3.000        1.887        6.855
       6.013       17.000        1.887        6.855
       7.015       17.000        1.887        6.855
       8.016       19.000        1.887        6.855
       9.017       18.000        1.887        6.855
      10.019       19.000        1.887        6.855
      11.019       19.000        1.887        6.855
      12.020       18.000        1.887        6.855
      13.021       17.000        1.887        6.855
      14.022       17.000        1.887        6.855
