# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.906        6.852
       1.002        0.000        1.906        6.852
       2.005        0.000        1.906        6.852
       3.008        0.000        1.906        6.852
       4.010        0.000        1.906        6.852
       5.012        9.000        1.906        6.855
       6.014       15.000        1.906        6.855
       7.016       17.000        1.906        6.855
       8.017       15.000        1.906        6.855
       9.018       14.000        1.906        6.855
      10.019       12.000        1.906        6.855
      11.020       11.000        1.906        6.855
      12.021       13.000        1.906        6.855
      13.022       14.000        1.906        6.855
      14.023       15.000        1.906        6.855
