# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.824        6.852
       1.002        0.000        1.824        6.852
       2.003        0.000        1.824        6.852
       3.006        0.000        1.824        6.852
       4.008       20.000        1.824        6.855
       5.011       27.900        1.824        6.855
       6.013       24.900        1.824        6.855
       7.015       29.900        1.824        6.855
       8.017       19.000        1.824        6.855
       9.019       11.000        1.824        6.855
      10.021       20.000        1.824        6.855
      11.023       13.000        1.824        6.855
      12.025       17.000        1.824        6.855
