# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.828        6.852
       1.002        0.000        1.828        6.852
       2.005        0.000        1.828        6.852
       3.008        0.000        1.828        6.852
       4.009        0.000        1.828        6.852
       5.013       10.000        1.828        6.855
       6.015       28.900        1.828        6.855
       7.017       23.900        1.828        6.855
       8.020       20.000        1.828        6.855
       9.021        2.000        1.828        6.855
      10.022        1.000        1.828        6.855
      11.023        8.000        1.828        6.855
      12.026        9.000        1.828        6.855
      13.027        4.000        1.828        6.855
      14.030       15.000        1.828        6.855
