# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.844        6.852
       1.002        0.000        1.844        6.852
       2.003        0.000        1.844        6.852
       3.005        0.000        1.844        6.852
       4.007        0.000        1.844        6.852
       5.009       10.000        1.844        6.855
       6.011       14.000        1.844        6.855
       7.013       12.000        1.844        6.855
       8.014       17.000        1.844        6.855
       9.017       17.000        1.844        6.855
      10.018       20.000        1.844        6.855
      11.019       20.000        1.844        6.855
      12.021       19.000        1.844        6.855
      13.022       18.000        1.844        6.855
      14.023       20.000        1.844        6.855
