# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.816        6.852
       1.002        0.000        1.816        6.852
       2.005        0.000        1.816        6.852
       3.007        0.000        1.816        6.852
       4.010        0.000        1.816        6.852
       5.013        0.000        1.816        6.852
       6.016        9.000        1.816        6.855
       7.017       10.000        1.816        6.855
       8.019       13.000        1.816        6.855
       9.020       11.000        1.816        6.855
      10.022        9.000        1.816        6.855
      11.023        9.000        1.816        6.855
      12.025       11.000        1.816        6.855
      13.027       11.000        1.816        6.855
      14.028       13.000        1.816        6.855
      15.029       10.000        1.816        6.855
