# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.002        0.000        1.887        6.852
       2.005        0.000        1.887        6.852
       3.007        0.000        1.887        6.852
       4.010        0.000        1.887        6.852
       5.013        0.000        1.887        6.852
       6.016        0.000        1.887        6.852
       7.017        4.000        1.887        6.855
       8.018       13.000        1.887        6.855
       9.020       14.000        1.887        6.855
      10.022       10.000        1.887        6.855
      11.024       11.000        1.887        6.855
      12.026       12.000        1.887        6.855
      13.028       11.000        1.887        6.855
      14.030       12.000        1.887        6.855
      15.032       10.000        1.887        6.855
      16.034       12.000        1.887        6.855
