# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.773        6.852
       1.002        0.000        1.773        6.852
       2.003        0.000        1.773        6.852
       3.005        0.000        1.773        6.852
       4.006        0.000        1.773        6.852
       5.009       12.000        1.773        6.855
       6.011       18.000        1.773        6.855
       7.014       14.000        1.773        6.855
       8.016       14.000        1.773        6.855
       9.018       16.000        1.773        6.855
      10.019       16.000        1.773        6.855
      11.020       13.000        1.773        6.855
      12.022       20.000        1.773        6.855
      13.025       19.900        1.773        6.855
      14.026       23.000        1.773        6.855
