# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.898        6.852
       1.001        0.000        1.898        6.852
       2.004        0.000        1.898        6.852
       3.007        0.000        1.898        6.852
       4.011        6.000        1.898        6.855
       5.012       11.000        1.898        6.855
       6.014       14.000        1.898        6.855
       7.015       15.000        1.898        6.855
       8.017       12.000        1.898        6.855
       9.018       11.000        1.898        6.855
      10.020       11.000        1.898        6.855
      11.022       13.000        1.898        6.855
      12.023       11.000        1.898        6.855
      13.024       13.000        1.898        6.855
