# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.773        6.852
       1.002        0.000        1.773        6.852
       2.005        0.000        1.773        6.852
       3.007        0.000        1.773        6.852
       4.010        3.000        1.773        6.855
       5.012       11.000        1.773        6.855
       6.014       12.000        1.773        6.855
       7.016        9.000        1.773        6.855
       8.017       13.000        1.773        6.855
       9.018       10.000        1.773        6.855
      10.019        9.000        1.773        6.855
      11.020       13.000        1.773        6.855
      12.022        9.000        1.773        6.855
      13.023        8.000        1.773        6.855
