# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.781        6.852
       1.002        0.000        1.781        6.852
       2.004        0.000        1.781        6.852
       3.006        0.000        1.781        6.852
       4.008        1.000        1.781        6.855
       5.009       13.000        1.781        6.855
       6.010       14.000        1.781        6.855
       7.012       14.000        1.781        6.855
       8.013       15.000        1.781        6.855
       9.014       14.000        1.781        6.855
      10.016       13.000        1.781        6.855
      11.017       15.000        1.781        6.855
      12.019       12.000        1.781        6.855
      13.020       14.000        1.781        6.855
