# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.781        6.852
       1.001        0.000        1.781        6.852
       2.003        0.000        1.781        6.852
       3.004        0.000        1.781        6.852
       4.005        0.000        1.781        6.852
       5.006        0.000        1.781        6.852
       6.007        1.000        1.781        6.855
       7.008       15.000        1.781        6.855
       8.009       15.000        1.781        6.855
       9.010       15.000        1.781        6.855
      10.011       16.000        1.781        6.855
      11.012       16.000        1.781        6.855
      12.013       13.000        1.781        6.855
      13.014       17.000        1.781        6.855
      14.015       14.000        1.781        6.855
      15.016       13.000        1.781        6.855
