# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.840        6.852
       1.002        0.000        1.840        6.852
       2.004        0.000        1.840        6.852
       3.006        0.000        1.840        6.852
       4.009        0.000        1.840        6.852
       5.012        3.000        1.840        6.855
       6.014       15.000        1.840        6.855
       7.014       14.000        1.840        6.855
       8.016       17.000        1.840        6.855
       9.019       19.000        1.840        6.855
      10.022       16.000        1.840        6.855
      11.024       18.000        1.840        6.855
      12.028       17.900        1.840        6.855
      13.030       16.000        1.840        6.855
      14.032       18.000        1.840        6.855
