# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.883        6.852
       1.002        0.000        1.883        6.852
       2.005        0.000        1.883        6.855
       3.008       15.000        1.883        6.855
       4.012       17.900        1.883        6.855
       5.015       18.900        1.883        6.855
       6.017       13.000        1.883        6.855
       7.019       15.000        1.883        6.855
       8.021       13.000        1.883        6.855
       9.023       14.000        1.883        6.855
      10.025       15.000        1.883        6.855
      11.028       13.000        1.883        6.855
