# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.781        6.852
       1.002        0.000        1.781        6.852
       2.005        0.000        1.781        6.852
       3.008        0.000        1.781        6.852
       4.009        0.000        1.781        6.852
       5.011        0.000        1.781        6.852
       6.012        0.000        1.781        6.852
       7.013        9.000        1.781        6.855
       8.014       14.000        1.781        6.855
       9.015       18.000        1.781        6.855
      10.016       16.000        1.781        6.855
      11.017       18.000        1.781        6.855
      12.018       17.000        1.781        6.855
      13.019       17.000        1.781        6.855
      14.020       16.000        1.781        6.855
      15.022       15.000        1.781        6.855
      16.023       13.000        1.781        6.855
