# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.002        0.000        1.887        6.852
       2.005        0.000        1.887        6.852
       3.008        0.000        1.887        6.852
       4.010        0.000        1.887        6.855
       5.011       14.000        1.887        6.855
       6.013       11.000        1.887        6.855
       7.014       11.000        1.887        6.855
       8.017       12.000        1.887        6.855
       9.018       10.000        1.887        6.855
      10.019        8.000        1.887        6.855
      11.021       11.000        1.887        6.855
      12.022       11.000        1.887        6.855
      13.024       11.000        1.887        6.855
