# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.002        0.000        1.762        6.852
       2.004        0.000        1.762        6.852
       3.006        0.000        1.762        6.852
       4.009        0.000        1.762        6.852
       5.010        0.000        1.762        6.852
       6.012        0.000        1.762        6.852
       7.014        3.000        1.762        6.855
       8.017       17.900        1.762        6.855
       9.020       16.900        1.762        6.855
      10.023       14.000        1.762        6.855
      11.025       16.000        1.762        6.855
      12.027       17.000        1.762        6.855
      13.029       18.000        1.762        6.855
      14.032       18.000        1.762        6.855
      15.032       14.000        1.762        6.855
      16.033       13.000        1.762        6.855
