# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.883        6.852
       1.001        0.000        1.883        6.852
       2.003        0.000        1.883        6.852
       3.006        0.000        1.883        6.852
       4.009        0.000        1.883        6.852
       5.012        0.000        1.883        6.852
       6.014        9.000        1.883        6.855
       7.015       11.000        1.883        6.855
       8.018       10.000        1.883        6.855
       9.019       11.000        1.883        6.855
      10.020       11.000        1.883        6.855
      11.021       14.000        1.883        6.855
      12.022        8.000        1.883        6.855
      13.023       12.000        1.883        6.855
      14.025       11.000        1.883        6.855
      15.027       12.000        1.883        6.855
