# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.770        6.852
       1.002        0.000        1.770        6.852
       2.005        0.000        1.770        6.852
       3.008        0.000        1.770        6.852
       4.009        0.000        1.770        6.852
       5.012        1.000        1.770        6.855
       6.013       13.000        1.770        6.855
       7.015       15.000        1.770        6.855
       8.016       15.000        1.770        6.855
       9.017       15.000        1.770        6.855
      10.018       16.000        1.770        6.855
      11.019       14.000        1.770        6.855
      12.020       12.000        1.770        6.855
      13.021       14.000        1.770        6.855
      14.022        9.000        1.770        6.855
