# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.781        6.852
       1.002        0.000        1.781        6.852
       2.005        0.000        1.781        6.852
       3.007        0.000        1.781        6.852
       4.010        0.000        1.781        6.852
       5.011        1.000        1.781        6.855
       6.014       12.000        1.781        6.855
       7.015       13.000        1.781        6.855
       8.017       12.000        1.781        6.855
       9.019       11.000        1.781        6.855
      10.021       13.000        1.781        6.855
      11.023       12.000        1.781        6.855
      12.025       10.000        1.781        6.855
      13.027       10.000        1.781        6.855
      14.029        9.000        1.781        6.855
