# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.002        0.000        1.887        6.852
       2.005        0.000        1.887        6.852
       3.008        0.000        1.887        6.852
       4.011        0.000        1.887        6.852
       5.014        0.000        1.887        6.852
       6.017        0.000        1.887        6.852
       7.018        4.000        1.887        6.855
       8.019       14.000        1.887        6.855
       9.020       15.000        1.887        6.855
      10.021        8.000        1.887        6.855
      11.022       12.000        1.887        6.855
      12.023       13.000        1.887        6.855
      13.024       14.000        1.887        6.855
      14.025       16.000        1.887        6.855
      15.026       13.000        1.887        6.855
      16.027       11.000        1.887        6.855
