# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.001        0.000        1.762        6.852
       2.003        0.000        1.762        6.852
       3.004       17.000        1.762        6.855
       4.005       24.000        1.762        6.855
       5.006       26.000        1.762        6.855
       6.007       24.000        1.762        6.855
       7.008       21.000        1.762        6.855
       8.010       24.000        1.762        6.855
       9.011       23.000        1.762        6.855
      10.011       25.000        1.762        6.855
      11.012       24.000        1.762        6.855
      12.013       20.000        1.762        6.855
