# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.883        6.852
       1.001        0.000        1.883        6.852
       2.003        0.000        1.883        6.852
       3.005        3.000        1.883        6.855
       4.006       28.000        1.883        6.855
       5.008       22.000        1.883        6.855
       6.009       23.000        1.883        6.855
       7.010       25.000        1.883        6.855
       8.011       22.000        1.883        6.855
       9.012       26.000        1.883        6.855
      10.013       25.000        1.883        6.855
      11.014       19.000        1.883        6.855
      12.015       27.000        1.883        6.855
