# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.891        6.852
       1.001        0.000        1.891        6.852
       2.003        0.000        1.891        6.852
       3.004        2.000        1.891        6.855
       4.006       15.000        1.891        6.855
       5.008       13.000        1.891        6.855
       6.009       15.000        1.891        6.855
       7.011       10.000        1.891        6.855
       8.012       14.000        1.891        6.855
       9.013       11.000        1.891        6.855
      10.015       10.000        1.891        6.855
      11.017       12.000        1.891        6.855
      12.018       14.000        1.891        6.855
