# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.003        0.000        1.758        6.852
       3.005        0.000        1.758        6.852
       4.007        4.000        1.758        6.855
       5.008       15.000        1.758        6.855
       6.010       14.000        1.758        6.855
       7.011       13.000        1.758        6.855
       8.013       14.000        1.758        6.855
       9.014       16.000        1.758        6.855
      10.016       12.000        1.758        6.855
      11.017       15.000        1.758        6.855
      12.018       14.000        1.758        6.855
      13.020       15.000        1.758        6.855
