# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.828        6.852
       1.001        0.000        1.828        6.852
       2.003        0.000        1.828        6.852
       3.005       11.000        1.828        6.855
       4.006       20.000        1.828        6.855
       5.008       20.000        1.828        6.855
       6.009       21.000        1.828        6.855
       7.011       19.000        1.828        6.855
       8.012       26.000        1.828        6.855
       9.013       24.000        1.828        6.855
      10.015       22.000        1.828        6.855
      11.016       26.000        1.828        6.855
      12.017       26.000        1.828        6.855
