# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.766        6.852
       1.002        0.000        1.766        6.852
       2.003        0.000        1.766        6.852
       3.004        4.000        1.766        6.855
       4.005       21.000        1.766        6.855
       5.006       21.000        1.766        6.855
       6.007       20.000        1.766        6.855
       7.008       22.000        1.766        6.855
       8.010       21.000        1.766        6.855
       9.011       19.000        1.766        6.855
      10.012       24.000        1.766        6.855
      11.013       20.000        1.766        6.855
      12.014       23.000        1.766        6.855
