# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.001        0.000        1.762        6.852
       2.003        0.000        1.762        6.852
       3.005        0.000        1.762        6.852
       4.006       15.000        1.762        6.855
       5.007       22.000        1.762        6.855
       6.009       23.000        1.762        6.855
       7.009       19.000        1.762        6.855
       8.011       21.000        1.762        6.855
       9.011       20.000        1.762        6.855
      10.012       17.000        1.762        6.855
      11.014       22.000        1.762        6.855
      12.014       24.000        1.762        6.855
      13.015       26.000        1.762        6.855
