# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.766        6.852
       1.001        0.000        1.766        6.852
       2.003        0.000        1.766        6.852
       3.005       10.000        1.766        6.855
       4.006       25.000        1.766        6.855
       5.007       26.000        1.766        6.855
       6.008       19.000        1.766        6.855
       7.009       19.000        1.766        6.855
       8.010       22.000        1.766        6.855
       9.012       23.000        1.766        6.855
      10.013       27.000        1.766        6.855
      11.015       26.000        1.766        6.855
      12.016       21.000        1.766        6.855
