# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.816        6.852
       1.002        0.000        1.816        6.852
       2.003        0.000        1.816        6.852
       3.005        6.000        1.816        6.855
       4.006       21.000        1.816        6.855
       5.007       21.000        1.816        6.855
       6.008       23.000        1.816        6.855
       7.009       19.000        1.816        6.855
       8.011       22.000        1.816        6.855
       9.012       20.000        1.816        6.855
      10.014       21.000        1.816        6.855
      11.015       24.000        1.816        6.855
      12.016       23.000        1.816        6.855
