# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.001        0.000        1.762        6.852
       2.004        0.000        1.762        6.852
       3.006        0.000        1.762        6.852
       4.006       17.000        1.762        6.855
       5.007       22.000        1.762        6.855
       6.008       21.000        1.762        6.855
       7.009       20.000        1.762        6.855
       8.010       22.000        1.762        6.855
       9.012       20.000        1.762        6.855
      10.012       26.000        1.762        6.855
      11.013       24.000        1.762        6.855
      12.015       22.000        1.762        6.855
      13.015       27.000        1.762        6.855
