# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.824        6.852
       1.002        0.000        1.824        6.852
       2.004        0.000        1.824        6.852
       3.005        0.000        1.824        6.855
       4.007       14.000        1.824        6.855
       5.009       16.000        1.824        6.855
       6.010       13.000        1.824        6.855
       7.012       12.000        1.824        6.855
       8.014       10.000        1.824        6.855
       9.015       14.000        1.824        6.855
      10.017       16.000        1.824        6.855
      11.019       13.000        1.824        6.855
      12.020       10.000        1.824        6.855
