# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.001        0.000        1.887        6.852
       2.003        0.000        1.887        6.852
       3.005        1.000        1.887        6.855
       4.006       26.000        1.887        6.855
       5.007       25.000        1.887        6.855
       6.008       21.000        1.887        6.855
       7.010       22.000        1.887        6.855
       8.011       19.000        1.887        6.855
       9.012       20.000        1.887        6.855
      10.014       24.000        1.887        6.855
      11.015       26.000        1.887        6.855
      12.016       24.000        1.887        6.855
