# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.003        0.000        1.758        6.852
       3.005        4.000        1.758        6.855
       4.006       17.000        1.758        6.855
       5.007       15.000        1.758        6.855
       6.008       15.000        1.758        6.855
       7.009       17.000        1.758        6.855
       8.010       14.000        1.758        6.855
       9.012       17.000        1.758        6.855
      10.013       18.000        1.758        6.855
      11.014       19.000        1.758        6.855
      12.015       19.000        1.758        6.855
