# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.001        0.000        1.887        6.852
       2.003        0.000        1.887        6.852
       3.004        0.000        1.887        6.852
       4.006       13.000        1.887        6.855
       5.007       23.000        1.887        6.855
       6.009       22.000        1.887        6.855
       7.009       24.000        1.887        6.855
       8.010       25.000        1.887        6.855
       9.012       24.000        1.887        6.855
      10.013       22.000        1.887        6.855
      11.015       21.000        1.887        6.855
      12.015       21.000        1.887        6.855
      13.017       25.000        1.887        6.855
