# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.001        0.000        1.887        6.852
       2.003        0.000        1.887        6.852
       3.005        9.000        1.887        6.855
       4.006       20.000        1.887        6.855
       5.008       20.000        1.887        6.855
       6.009       19.000        1.887        6.855
       7.010       21.000        1.887        6.855
       8.011       22.000        1.887        6.855
       9.013       18.000        1.887        6.855
      10.014       22.000        1.887        6.855
      11.015       24.000        1.887        6.855
      12.016       18.000        1.887        6.855
